name;id;nametype;recclass;mass (g);fall;year;reclat;reclong;GeoLocation
Yamato 790813;26162;Valid;LL6;9.17;Found;01.01.1979;-71.500000;35.666670;(-71.500000, 35.666670)
Yamato 791188;26537;Valid;Diogenite;9.17;Found;01.01.1979;-71.500000;35.666670;(-71.500000, 35.666670)
Yamato 9407;30330;Valid;H4;9.16;Found;01.01.1994;-71.546940;35.401940;(-71.546940, 35.401940)
Mundrabilla 013;16864;Valid;H6;9.16;Found;01.01.1992;-30.126330;127.410330;(-30.126330, 127.410330)
Allan Hills 88089;1133;Valid;L6;9.16;Found;01.01.1988;-76.716670;159.333330;(-76.716670, 159.333330)
Yamato 792873;28222;Valid;H4;9.16;Found;01.01.1979;-71.500000;35.666670;(-71.500000, 35.666670)
Grove Mountains 050004;46410;Valid;LL4;9.15;Found;01.01.2006;-73.104720;75.179720;(-73.104720, 75.179720)
Yamato 75195;25236;Valid;L6;9.15;Found;01.01.1975;-71.500000;35.666670;(-71.500000, 35.666670)
Grove Mountains 052699;48355;Valid;L6;9.14;Found;01.01.2006;-72.782222;75.306667;(-72.782222, 75.306667)
Yamato 82112;29306;Valid;H6;9.14;Found;01.01.1982;-71.500000;35.666670;(-71.500000, 35.666670)
Yamato 792560;27909;Valid;H4/5;9.14;Found;01.01.1979;-71.500000;35.666670;(-71.500000, 35.666670)
Grove Mountains 050106;48168;Valid;L6;9.1300000000000008;Found;01.01.2006;-72.978611;75.264722;(-72.978611, 75.264722)
Yamato 86011;29517;Valid;H5;9.1300000000000008;Found;01.01.1986;-71.500000;35.666670;(-71.500000, 35.666670)
Asuka 881691;4400;Valid;CH3;9.1199999999999992;Found;01.01.1988;-72.000000;26.000000;(-72.000000, 26.000000)
Yamato 793348;28697;Valid;H4;9.1199999999999992;Found;01.01.1979;-71.500000;35.666670;(-71.500000, 35.666670)
Frontier Mountain 90094;10490;Valid;H5;9.11;Found;01.01.1991;-72.954310;160.501260;(-72.954310, 160.501260)
Yamato 793245;28594;Valid;L6;9.11;Found;01.01.1979;-71.500000;35.666670;(-71.500000, 35.666670)
Yamato 74219;24597;Valid;H5;9.11;Found;01.01.1974;-71.500000;35.666670;(-71.500000, 35.666670)
Grove Mountains 053571;50552;Valid;L5;9.1;Found;01.01.2006;-72.782220;75.308600;(-72.782220, 75.308600)
MacAlpine Hills 02750;15043;Valid;L-imp melt;9.1;Found;01.01.2002;-84.216670;160.500000;(-84.216670, 160.500000)
LaPaz Icefield 02433;12700;Valid;LL5;9.1;Found;01.01.2002;-86.366670;-70.000000;(-86.366670, -70.000000)
Graves Nunataks 98142;11132;Valid;L6;9.1;Found;01.01.1998;-86.716670;-141.500000;(-86.716670, -141.500000)
Frontier Mountain 97055;10784;Valid;H5;9.1;Found;01.01.1997;-72.989170;160.405560;(-72.989170, 160.405560)
Queen Alexandra Range 97154;20612;Valid;LL5;9.1;Found;01.01.1997;-84.000000;168.000000;(-84.000000, 168.000000)
Queen Alexandra Range 97352;20810;Valid;LL5;9.1;Found;01.01.1997;-84.000000;168.000000;(-84.000000, 168.000000)
Queen Alexandra Range 97544;21000;Valid;LL5;9.1;Found;01.01.1997;-84.000000;168.000000;(-84.000000, 168.000000)
Queen Alexandra Range 97994;21448;Valid;LL6;9.1;Found;01.01.1997;-84.000000;168.000000;(-84.000000, 168.000000)
Queen Alexandra Range 93406;19494;Valid;H6;9.1;Found;01.01.1993;-84.000000;168.000000;(-84.000000, 168.000000)
Queen Alexandra Range 93708;19794;Valid;H5;9.1;Found;01.01.1993;-84.000000;168.000000;(-84.000000, 168.000000)
Queen Alexandra Range 93235;19324;Valid;LL5;9.1;Found;01.01.1993;-84.579660;162.620890;(-84.579660, 162.620890)
Patuxent Range 91544;18162;Valid;H5;9.1;Found;01.01.1991;-84.529610;-62.375710;(-84.529610, -62.375710)
Elephant Moraine 90703;9112;Valid;L6;9.1;Found;01.01.1990;-76.269640;156.444790;(-76.269640, 156.444790)
Elephant Moraine 90241;8650;Valid;L6;9.1;Found;01.01.1990;-76.286820;156.450750;(-76.286820, 156.450750)
Lewis Cliff 88236;13988;Valid;H5;9.1;Found;01.01.1988;-84.237970;161.426030;(-84.237970, 161.426030)
Lewis Cliff 88065;13819;Valid;H5;9.1;Found;01.01.1988;-84.244730;161.415120;(-84.244730, 161.415120)
Lewis Cliff 88097;13851;Valid;H5;9.1;Found;01.01.1988;-84.252560;161.405720;(-84.252560, 161.405720)
Lewis Cliff 88338;14089;Valid;L6;9.1;Found;01.01.1988;-84.283330;161.083330;(-84.283330, 161.083330)
Elephant Moraine 87619;8169;Valid;L6;9.1;Found;01.01.1987;-76.276020;156.500890;(-76.276020, 156.500890)
Lewis Cliff 87225;13689;Valid;H5;9.1;Found;01.01.1987;-84.272970;161.710390;(-84.272970, 161.710390)
Lewis Cliff 86356;13287;Valid;H5;9.1;Found;01.01.1986;-84.277660;161.355750;(-84.277660, 161.355750)
Allan Hills 85140;1005;Valid;H6;9.1;Found;01.01.1985;-76.908330;156.962020;(-76.908330, 156.962020)
Yamato 790262;25611;Valid;L6;9.1;Found;01.01.1979;-71.500000;35.666670;(-71.500000, 35.666670)
Yamato 792666;28015;Valid;H4;9.1;Found;01.01.1979;-71.500000;35.666670;(-71.500000, 35.666670)
Allan Hills A78059;1675;Valid;L6;9.1;Found;01.01.1978;-76.716670;159.666670;(-76.716670, 159.666670)
Yamato 74098;24476;Valid;H5;9.1;Found;01.01.1974;-71.500000;35.666670;(-71.500000, 35.666670)
Yamato 74101;24479;Valid;H5;9.1;Found;01.01.1974;-71.500000;35.666670;(-71.500000, 35.666670)
Grove Mountains 053556;50549;Valid;L6;9.09;Found;01.01.2006;-72.781390;75.300000;(-72.781390, 75.300000)
Meteorite Hills 00855;16089;Valid;Diogenite;9.09;Found;01.01.2000;-79.683330;155.750000;(-79.683330, 155.750000)
Camel Donga 046;50979;Valid;LL6;9.09;Found;01.01.1993;-30.119000;126.838000;(-30.119000, 126.838000)
Frontier Mountain 93043;10674;Valid;L6;9.09;Found;01.01.1993;-72.955560;160.434170;(-72.955560, 160.434170)
Grove Mountains 022215;47921;Valid;L5;9.08;Found;01.01.2003;-72.778333;75.320833;(-72.778333, 75.320833)
Meteorite Hills 00632;15866;Valid;CM2;9.08;Found;01.01.2000;-79.683330;155.750000;(-79.683330, 155.750000)
Yamato 86201;29707;Valid;H4;9.08;Found;01.01.1986;-71.500000;35.666670;(-71.500000, 35.666670)
Yamato 793256;28605;Valid;H5;9.08;Found;01.01.1979;-71.500000;35.666670;(-71.500000, 35.666670)
LaPaz Icefield 02299;12566;Valid;L5;9.07;Found;01.01.2002;-86.366670;-70.000000;(-86.366670, -70.000000)
Yamato 86795;30301;Valid;Howardite;9.07;Found;01.01.1986;-71.500000;35.666670;(-71.500000, 35.666670)
Yamato 790493;25842;Valid;H4;9.07;Found;01.01.1979;-71.500000;35.666670;(-71.500000, 35.666670)
Yamato 791115;26464;Valid;LL5/6;9.07;Found;01.01.1979;-71.500000;35.666670;(-71.500000, 35.666670)
Yamato 791370;26719;Valid;H3;9.07;Found;01.01.1979;-71.500000;35.666670;(-71.500000, 35.666670)
Yamato 792903;28252;Valid;H4;9.07;Found;01.01.1979;-71.500000;35.666670;(-71.500000, 35.666670)
Allan Hills A77083;1396;Valid;H4;9.07;Found;01.01.1977;-76.716670;159.666670;(-76.716670, 159.666670)
Yamato 790478;25827;Valid;H5;9.0500000000000007;Found;01.01.1979;-71.500000;35.666670;(-71.500000, 35.666670)
Allan Hills A77093;1406;Valid;H4/5;9.0500000000000007;Found;01.01.1977;-76.716670;159.666670;(-76.716670, 159.666670)
Yamato 74229;24607;Valid;H5;9.0500000000000007;Found;01.01.1974;-71.500000;35.666670;(-71.500000, 35.666670)
Jiddat al Harasis 466;48617;Valid;H6;9.0489999999999995;Found;01.01.2007;19.810370;56.453300;(19.810370, 56.453300)
Grove Mountains 021682;47838;Valid;L6;9.0399999999999991;Found;01.01.2003;-72.775556;75.329167;(-72.775556, 75.329167)
Queen Alexandra Range 02115;18928;Valid;H6;9.0399999999999991;Found;01.01.2002;-84.000000;168.000000;(-84.000000, 168.000000)
Yamato 75202;25243;Valid;L6;9.0399999999999991;Found;01.01.1975;-71.500000;35.666670;(-71.500000, 35.666670)
Yamato 791249;26598;Valid;H4/5;9.0299999999999994;Found;01.01.1979;-71.500000;35.666670;(-71.500000, 35.666670)
Frontier Mountain 03019;30578;Valid;H6;9.02;Found;01.01.2003;-72.952690;160.470170;(-72.952690, 160.470170)
Yamato 791325;26674;Valid;H3;9.02;Found;01.01.1979;-71.500000;35.666670;(-71.500000, 35.666670)
Yamato 791827;27176;Valid;R4;9.02;Found;01.01.1979;-71.500000;35.666670;(-71.500000, 35.666670)
Yamato 86016;29522;Valid;H4;9.01;Found;01.01.1986;-71.500000;35.666670;(-71.500000, 35.666670)
Caleta el Cobre 001;54446;Valid;H6;9;Found;01.01.2010;-24.266000;-70.033330;(-24.266000, -70.033330)
El Médano 024;54487;Valid;H5;9;Found;01.01.2010;-24.850000;-70.533330;(-24.850000, -70.533330)
Tieret 009;56285;Valid;H5/6;9;Found;01.01.2010;30.934720;10.069450;(30.934720, 10.069450)
Grove Mountains 022214;47920;Valid;L6;9;Found;01.01.2003;-72.778333;75.320833;(-72.778333, 75.320833)
Grove Mountains 020073;46519;Valid;L6;9;Found;01.01.2003;-72.998890;75.212780;(-72.998890, 75.212780)
Acfer 401;56305;Valid;L5;9;Found;01.01.2002;27.689170;4.442670;(27.689170, 4.442670)
Dhofar 301;7084;Valid;Lunar (anorth);9;Found;01.01.2001;18.401670;54.148330;(18.401670, 54.148330)
Frontier Mountain 01031;10214;Valid;H3-6;9;Found;01.01.2001;-72.990000;160.403890;(-72.990000, 160.403890)
Dar al Gani 833;6380;Valid;H5;9;Found;01.01.2000;26.986500;16.437500;(26.986500, 16.437500)
Meteorite Hills 00419;15654;Valid;Iron, IIIAB;9;Found;01.01.2000;-79.683330;155.750000;(-79.683330, 155.750000)
Queen Alexandra Range 99685;22131;Valid;LL5;9;Found;01.01.1999;-84.000000;168.000000;(-84.000000, 168.000000)
Allan Hills 94012;1269;Valid;L4;9;Found;01.01.1994;-76.716670;159.666670;(-76.716670, 159.666670)
Lewis Cliff 93866;14588;Valid;LL5;9;Found;01.01.1993;-84.273840;161.684060;(-84.273840, 161.684060)
Lewis Cliff 93828;14551;Valid;H6;9;Found;01.01.1993;-84.273860;161.685630;(-84.273860, 161.685630)
Queen Alexandra Range 93234;19323;Valid;H5;9;Found;01.01.1993;-84.591070;162.245760;(-84.591070, 162.245760)
Reckling Peak 92418;22427;Valid;H5;9;Found;01.01.1992;-76.247500;157.907080;(-76.247500, 157.907080)
Frontier Mountain 90143;10536;Valid;H6;9;Found;01.01.1990;-72.955560;160.450810;(-72.955560, 160.450810)
Elephant Moraine 90343;8752;Valid;L6;9;Found;01.01.1990;-76.271730;156.456460;(-76.271730, 156.456460)
Elephant Moraine 90092;8501;Valid;L6;9;Found;01.01.1990;-76.280780;156.431410;(-76.280780, 156.431410)
Elephant Moraine 90163;8572;Valid;L6;9;Found;01.01.1990;-76.287320;156.476700;(-76.287320, 156.476700)
Elephant Moraine 90535;8944;Valid;L6;9;Found;01.01.1990;-76.288830;156.432610;(-76.288830, 156.432610)
Allan Hills 90408;1251;Valid;H5;9;Found;01.01.1990;-76.967060;156.906630;(-76.967060, 156.906630)
Lewis Cliff 88764;14501;Valid;H5;9;Found;01.01.1988;-84.232950;161.475520;(-84.232950, 161.475520)
Lewis Cliff 88026;13780;Valid;H5;9;Found;01.01.1988;-84.250770;161.401990;(-84.250770, 161.401990)
Lewis Cliff 88107;13860;Valid;H5;9;Found;01.01.1988;-84.255360;161.402180;(-84.255360, 161.402180)
Lewis Cliff 88681;14418;Valid;H5;9;Found;01.01.1988;-84.274900;161.384570;(-84.274900, 161.384570)
Elephant Moraine 87597;8147;Valid;L6;9;Found;01.01.1987;-76.183330;157.166670;(-76.183330, 157.166670)
Elephant Moraine 87803;8353;Valid;L6;9;Found;01.01.1987;-76.268300;156.486200;(-76.268300, 156.486200)
Elephant Moraine 87667;8217;Valid;L6;9;Found;01.01.1987;-76.275850;156.453320;(-76.275850, 156.453320)
Elephant Moraine 87698;8248;Valid;L6;9;Found;01.01.1987;-76.283280;156.436810;(-76.283280, 156.436810)
Wah Wah Valley;24197;Valid;L6;9;Found;01.01.1986;38.676670;-113.301670;(38.676670, -113.301670)
Lewis Cliff 86401;13332;Valid;H5;9;Found;01.01.1986;-84.252490;161.404940;(-84.252490, 161.404940)
Lewis Cliff 86379;13310;Valid;H4;9;Found;01.01.1986;-84.256060;161.414420;(-84.256060, 161.414420)
Lewis Cliff 86154;13093;Valid;H5;9;Found;01.01.1986;-84.257470;161.401350;(-84.257470, 161.401350)
Lewis Cliff 86300;13232;Valid;H5;9;Found;01.01.1986;-84.270230;161.413750;(-84.270230, 161.413750)
Frontier Mountain 84026;10388;Valid;H4;9;Found;01.01.1984;-72.954880;160.473280;(-72.954880, 160.473280)
Reckling Peak A80215;22484;Valid;L6;9;Found;01.01.1980;-76.221160;158.669950;(-76.221160, 158.669950)
Allan Hills A78086;1701;Valid;H6;9;Found;01.01.1978;-76.716670;159.666670;(-76.716670, 159.666670)
Roosevelt County 086;22741;Valid;L6;9;Found;01.01.1974;34.283330;-103.283330;(34.283330, -103.283330)
Yamato 74009;24387;Valid;L5;9;Found;01.01.1974;-71.500000;35.666670;(-71.500000, 35.666670)
Yamato 7309;24375;Valid;L5/6;9;Found;01.01.1973;-71.500000;35.666670;(-71.500000, 35.666670)
Elephant Moraine 96021;9615;Valid;L6;898.5;Found;01.01.1996;-76.183330;157.166670;(-76.183330, 157.166670)
Dhofar 1286;34495;Valid;Eucrite-pmict;898;Found;01.01.2005;18.426320;54.428650;(18.426320, 54.428650)
Dar al Gani 011;5527;Valid;H6;898;Found;01.01.1995;27.164670;16.169170;(27.164670, 16.169170)
Asuka 881889;4598;Valid;H6;897.06;Found;01.01.1988;-72.000000;26.000000;(-72.000000, 26.000000)
Elephant Moraine 96023;9617;Valid;H6;897;Found;01.01.1996;-76.183330;157.166670;(-76.183330, 157.166670)
Meteorite Hills 96509;16568;Valid;L6;896.9;Found;01.01.1996;-79.683330;159.750000;(-79.683330, 159.750000)
Queen Alexandra Range 93030;19119;Valid;H3.6;896.9;Found;01.01.1993;-84.627800;162.002230;(-84.627800, 162.002230)
Pampa del Infierno;18091;Valid;L6;896;Found;01.01.1895;-26.683330;-61.083330;(-26.683330, -61.083330)
Aguemour 001;400;Valid;H5;896;Found;01.01.1990;26.966670;4.450000;(26.966670, 4.450000)
Hamadat Murzùq 001;11481;Valid;H6;895;Found;01.01.1999;26.250000;13.016670;(26.250000, 13.016670)
Leslie;12771;Valid;H5;895;Found;01.01.1968;34.611390;-100.855000;(34.611390, -100.855000)
Asuka 881652;4361;Valid;L6;894.8;Found;01.01.1988;-72.000000;26.000000;(-72.000000, 26.000000)
Dar al Gani 515;6063;Valid;H5;894;Found;01.01.1997;27.089830;16.086670;(27.089830, 16.086670)
Mulga (south);16848;Valid;H4;894;Found;01.01.1963;-30.200000;126.366670;(-30.200000, 126.366670)
Hammadah al Hamra 300;11783;Valid;L6;893;Found;01.01.2000;30.119830;12.113500;(30.119830, 12.113500)
Billygoat Donga;5048;Valid;L6;893;Found;01.01.1962;-30.133330;126.366670;(-30.133330, 126.366670)
Sacramento Wash 002;34066;Valid;H4;892.8;Found;01.01.2004;34.756350;-114.234300;(34.756350, -114.234300)
Jiddat al Harasis 368;51635;Valid;H~4;892.7;Found;01.01.2003;19.273650;55.810400;(19.273650, 55.810400)
Taylor Glacier 82700;23890;Valid;L4;892.1;Found;01.01.1982;-77.733330;162.166670;(-77.733330, 162.166670)
Newsom;16963;Valid;L6;892;Found;01.01.1939;37.600000;-105.833330;(37.600000, -105.833330)
Hammadah al Hamra 005;11490;Valid;L5/6;891;Found;01.01.1990;28.883330;12.483330;(28.883330, 12.483330)
Hajmah (b);11475;Valid;L6;890.6;Found;01.01.1958;19.916670;56.250000;(19.916670, 56.250000)
Pecora Escarpment 82502;18265;Valid;Eucrite-unbr;890.4;Found;01.01.1982;-85.633330;-68.700000;(-85.633330, -68.700000)
Dhofar 1623;55722;Valid;Ureilite;890;Found;01.01.2009;18.451700;54.206530;(18.451700, 54.206530)
Dar al Gani 223;5771;Valid;L6;890;Found;01.01.1996;27.495000;16.259000;(27.495000, 16.259000)
Asuka 882009;4718;Valid;H5;89.96;Found;01.01.1988;-72.000000;26.000000;(-72.000000, 26.000000)
Asuka 881132;3841;Valid;H4;89.94;Found;01.01.1988;-72.000000;26.000000;(-72.000000, 26.000000)
Ramlat al Wahibah 022;45893;Valid;H5;89.93;Found;01.01.2006;21.493120;58.464400;(21.493120, 58.464400)
Dar al Gani 782;6329;Valid;H5;89.9;Found;01.01.2000;26.970500;16.469000;(26.970500, 16.469000)
Queen Alexandra Range 97181;20639;Valid;LL5;89.8;Found;01.01.1997;-84.000000;168.000000;(-84.000000, 168.000000)
Sayh al Uhaymir 551;56209;Valid;L6;89.7;Found;01.01.2011;20.770450;57.089120;(20.770450, 57.089120)
Meteorite Hills 00548;15783;Valid;L5;89.7;Found;01.01.2000;-79.683330;159.750000;(-79.683330, 159.750000)
Queen Alexandra Range 97980;21434;Valid;H6;89.7;Found;01.01.1997;-84.000000;168.000000;(-84.000000, 168.000000)
Grosvenor Mountains 95664;11390;Valid;H5;89.7;Found;01.01.1995;-85.666670;175.000000;(-85.666670, 175.000000)
Queen Alexandra Range 94520;20152;Valid;L5;89.7;Found;01.01.1994;-84.000000;168.000000;(-84.000000, 168.000000)
Elephant Moraine 87592;8142;Valid;H6;89.7;Found;01.01.1987;-76.183330;157.166670;(-76.183330, 157.166670)
Allan Hills A79046;1919;Valid;H5;89.7;Found;01.01.1979;-76.701670;159.368890;(-76.701670, 159.368890)
Yamato 791440;26789;Valid;L6;89.65;Found;01.01.1979;-71.500000;35.666670;(-71.500000, 35.666670)
Queen Alexandra Range 99611;22057;Valid;L5;89.6;Found;01.01.1999;-84.000000;168.000000;(-84.000000, 168.000000)
Dar al Gani 583;6130;Valid;L6;89.6;Found;01.01.1998;27.123830;16.112330;(27.123830, 16.112330)
Grosvenor Mountains 95573;11301;Valid;H6;89.6;Found;01.01.1995;-85.666670;175.000000;(-85.666670, 175.000000)
Elephant Moraine 92052;9454;Valid;CR2;89.6;Found;01.01.1992;-76.054510;156.014210;(-76.054510, 156.014210)
Asuka 881105;3814;Valid;LL3.9;89.59;Found;01.01.1988;-72.000000;26.000000;(-72.000000, 26.000000)
Yamato 791662;27011;Valid;L4;89.57;Found;01.01.1979;-71.500000;35.666670;(-71.500000, 35.666670)
Graves Nunataks 98117;11109;Valid;H5;89.5;Found;01.01.1998;-86.716670;-141.500000;(-86.716670, -141.500000)
Lewis Cliff 87277;13738;Valid;H5;89.5;Found;01.01.1987;-84.272620;161.717560;(-84.272620, 161.717560)
Yamato 74639;25017;Valid;L5;89.5;Found;01.01.1974;-71.500000;35.666670;(-71.500000, 35.666670)
Dhofar 815;7561;Valid;H5;89.45;Found;01.01.2001;18.962200;54.590120;(18.962200, 54.590120)
Jiddat al Harasis 535;51420;Valid;H4-6;89.4;Found;01.01.2008;19.536020;55.167120;(19.536020, 55.167120)
Turtle Lake;47343;Valid;L5;89.3;Fell;01.01.1996;45.345830;-92.051670;(45.345830, -92.051670)
Asuka 881960;4669;Valid;L3;89.3;Found;01.01.1988;-72.000000;26.000000;(-72.000000, 26.000000)
Allan Hills 88013;1057;Valid;H4;89.3;Found;01.01.1988;-76.691660;159.314040;(-76.691660, 159.314040)
Lewis Cliff 86534;13462;Valid;H5;89.3;Found;01.01.1986;-84.247920;161.534790;(-84.247920, 161.534790)
Meteorite Hills 00589;15823;Valid;H6;89.29;Found;01.01.2000;-79.683330;155.750000;(-79.683330, 155.750000)
Sacramento Wash 003;34067;Valid;H4;89.2;Found;01.01.2004;34.758730;-114.233420;(34.758730, -114.233420)
Elephant Moraine 99417;9960;Valid;H5;89.2;Found;01.01.1999;-76.183330;157.166670;(-76.183330, 157.166670)
Geologists Range 99108;10882;Valid;H5;89.2;Found;01.01.1999;-82.500000;155.500000;(-82.500000, 155.500000)
Elephant Moraine 90056;8466;Valid;L6;89.2;Found;01.01.1990;-76.270820;156.459210;(-76.270820, 156.459210)
Yamato 791516;26865;Valid;L6;89.18;Found;01.01.1979;-71.500000;35.666670;(-71.500000, 35.666670)
Grosvenor Mountains 95649;11375;Valid;L6;89.1;Found;01.01.1995;-85.666670;175.000000;(-85.666670, 175.000000)
Lewis Cliff 87261;13722;Valid;H5;89.1;Found;01.01.1987;-84.272710;161.715230;(-84.272710, 161.715230)
Asuka 882081;4790;Valid;H4;89.06;Found;01.01.1988;-72.000000;26.000000;(-72.000000, 26.000000)
Asuka 881987;4696;Valid;H5;89.02;Found;01.01.1988;-72.000000;26.000000;(-72.000000, 26.000000)
Kadonah;12221;Valid;H6;89;Fell;01.01.1822;27.083330;78.333330;(27.083330, 78.333330)
Dhofar 1429;45833;Valid;Eucrite-mmict;89;Found;01.01.2006;18.537780;54.187780;(18.537780, 54.187780)
Acfer 399;55263;Valid;CR2;89;Found;01.01.2001;27.502670;3.872500;(27.502670, 3.872500)
Dhofar 070;6769;Valid;L6;89;Found;01.01.1999;19.166330;54.743330;(19.166330, 54.743330)
Dar al Gani 162;5710;Valid;LL6;89;Found;01.01.1996;27.030830;16.521500;(27.030830, 16.521500)
Mundrabilla 011;16862;Valid;L5;89;Found;01.01.1989;-30.333330;127.616670;(-30.333330, 127.616670)
Asuka 881038;3747;Valid;L6;89;Found;01.01.1988;-72.000000;26.000000;(-72.000000, 26.000000)
Allan Hills A80117;1944;Valid;L6;89;Found;01.01.1980;-76.773610;159.278610;(-76.773610, 159.278610)
Yamato 86051;29557;Valid;H4;889.29;Found;01.01.1986;-71.500000;35.666670;(-71.500000, 35.666670)
Dar al Gani 1039;30500;Valid;L6;889;Found;01.01.1999;27.330170;16.231170;(27.330170, 16.231170)
Moorleah;16738;Valid;L6;8887.5;Fell;01.01.1930;-40.975000;145.600000;(-40.975000, 145.600000)
Jiddat al Harasis 629;52786;Valid;L4;888;Found;01.01.2010;19.789910;55.966350;(19.789910, 55.966350)
Jiddat al Harasis 265;35582;Valid;L6;886.3;Found;01.01.2005;19.967650;56.479650;(19.967650, 56.479650)
Dhofar 1038;6841;Valid;L6;886.2;Found;01.01.2003;19.304550;54.631570;(19.304550, 54.631570)
Luotolax;14756;Valid;Howardite;885;Fell;01.01.1813;61.200000;27.700000;(61.200000, 27.700000)
Dar al Gani 872;6419;Valid;Eucrite-mmict;885;Found;01.01.2001;27.219170;16.226330;(27.219170, 16.226330)
Delphos (c);6647;Valid;L5;885;Found;01.01.1977;34.050000;-103.633330;(34.050000, -103.633330)
Yamato 82178;29372;Valid;L6;884.6;Found;01.01.1982;-71.500000;35.666670;(-71.500000, 35.666670)
Happy (c);11820;Valid;OC;884.3;Found;01.01.1971;34.583330;-102.050000;(34.583330, -102.050000)
Jiddat al Harasis 059;12121;Valid;H6;884;Found;01.01.2000;19.938400;56.789020;(19.938400, 56.789020)
Dhofar 1657;55575;Valid;H6;883;Found;01.01.2011;18.360150;54.394370;(18.360150, 54.394370)
Jiddat al Harasis 078;12138;Valid;L6;882.7;Found;01.01.2003;19.914480;55.662780;(19.914480, 55.662780)
Elephant Moraine 83237;7878;Valid;L6;882.7;Found;01.01.1983;-76.297500;157.233890;(-76.297500, 157.233890)
Sayh al Uhaymir 046;23238;Valid;H5;882.1;Found;01.01.2000;20.823330;57.085280;(20.823330, 57.085280)
Northwest Africa 7662;56654;Valid;L5;882;Found;01.01.2011;24.775830;-14.562830;(24.775830, -14.562830)
Grove Mountains 051863;48240;Valid;L6;882;Found;01.01.2006;-72.775556;75.334167;(-72.775556, 75.334167)
Hammadah al Hamra 312;11795;Valid;L6;882;Found;01.01.2000;29.288670;13.498500;(29.288670, 13.498500)
